"site","grts_cell","quadrant","region","lat","long","elevation","water","clutter","dist_road","dist_gravel","dist_paved","dist_harvest","n_years","n_observations","years_sampled","region_idx","elevation_std","clutter_std","dist_road_std","dist_harvest_std"
"38442_NW",38442,"NW","Okanagan Region",51.5199863,-122.2897779,NA,0,0,0.1002431075,0.1002431075,6.797762147,4.747043298,4,15,"2018,2020,2021,2023",3,NA,-1.42195566969168,-0.162552140100738,0.148797064897943
"38442_SW",38442,"SW","Okanagan Region",51.502381,-122.289917,NA,0,0,0.07464707611,0.07464707611,8.210592797,4.482926424,6,22,"2018,2019,2020,2021,2022,2023",3,NA,-1.42195566969168,-0.243225843121248,0.119372785516183
"42026_NE",42026,"NE","Northern Region",55.85526785,-121.6534502,NA,-Inf,31.6780821917808,0.0299799017,0.0299799017,0.4480613243,2.7584498,2,8,"2022,2024",2,NA,0,-0.384008072530668,-0.0727447464060326
"42026_NW",42026,"NW","Northern Region",55.83615996,-121.7169091,NA,-Inf,31.6780821917808,0.01181020138,0.01181020138,0.1025624881,0.2446806228,2,7,"2022,2024",2,NA,0,-0.441275427194095,-0.352794428393373
"42026_SE",42026,"SE","Northern Region",55.81796825,-121.6640549,NA,-Inf,31.6780821917808,0.03199303206,0.03199303206,1.105852694,1.190288137,2,8,"2022,2024",2,NA,0,-0.377663077936402,-0.247447809444246
"42026_SW",42026,"SW","Northern Region",55.81130793,-121.7013079,NA,-Inf,31.6780821917808,0.1057960683,0.1057960683,2.461608051,1.877107631,2,8,"2022,2024",2,NA,0,-0.14505028976941,-0.170931802078903
"47210_NE",47210,"NE","Okanagan Region",49.84024333,-119.8811811,NA,-Inf,31.6780821917808,0.08532485066,0.08532485066,2.826560204,0.1709476801,2,8,"2023,2024",3,NA,0,-0.209571578526807,-0.361008741522205
"47210_NW",47210,"NW","Okanagan Region",49.84159091,-119.9782986,NA,-Inf,31.6780821917808,0.06349163953,0.06349163953,0.4626014021,0,2,8,"2023,2024",3,NA,0,-0.278385605351836,-0.380053387260842
"47210_SE",47210,"SE","Okanagan Region",49.79638208,-119.8698479,NA,-Inf,31.6780821917808,0.1740288716,0.1740288716,5.761822429,0.007731770866,2,8,"2023,2024",3,NA,0,0.0700062096468108,-0.379192019402622
"47322_NE",47322,"NE","Northern Region",55.698075,-120.43213,NA,0,25,0.07102453576,0.07102453576,3.361936157,0.1811073404,8,31,"2016,2017,2018,2019,2020,2021,2022,2024",2,NA,-0.299763627664732,-0.254643384376878,-0.359876891525029
"47322_NW",47322,"NW","Northern Region",55.70016,-120.489889,NA,1,25,0.02090447252,0.02090447252,1.024398149,1.129826052,8,29,"2016,2017,2018,2019,2020,2021,2022,2024",2,NA,-0.299763627664732,-0.412612056769296,-0.254183665635864
"47322_SE",47322,"SE","Northern Region",55.64597,-120.40102,NA,1,25,0.05918764101,0.05918764101,5.36614283,0.1619837359,7,22,"2016,2017,2018,2019,2020,2021,2022",2,NA,-0.299763627664732,-0.291950969962962,-0.362007381232378
"47322_SW",47322,"SW","Northern Region",55.65446,-120.49465,NA,1,25,0.02998535336,0.02998535336,4.156948087,0.5562251146,8,28,"2016,2017,2018,2019,2020,2021,2022,2024",2,NA,-0.299763627664732,-0.383990889960717,-0.318086414370113
"57322_NE",57322,"NE","South Coastal Region",49.094543,-122.098809,NA,0,25,0.2539629621,1.373137632,0.2539629621,2.363509378,7,25,"2017,2018,2019,2020,2021,2022,2023",4,NA,-0.299763627664732,0.321942886077477,-0.116743591084462
"57322_NW",57322,"NW","South Coastal Region",49.07915,-122.16077,NA,1,0,0.1205385,0.1959627965,0.1205385,1.194108838,6,24,"2017,2018,2019,2020,2021,2022",4,NA,-1.42195566969168,-0.0985850179214231,-0.247022159344896
"57322_SE",57322,"SE","South Coastal Region",49.0141,-122.09198,NA,0,50,0.012836279,0.08610520475,0.012836279,0.4100287022,6,21,"2018,2019,2020,2021,2022,2023",4,NA,0.822428414362214,-0.438041430488488,-0.334373613358651
"57322_SW",57322,"SW","South Coastal Region",49.016633,-122.151312,NA,1,25,0.005943036135,0.04938539296,0.005943036135,1.750410131,5,19,"2018,2019,2020,2022,2023",4,NA,-0.299763627664732,-0.459767588706771,-0.185046699701728
"5994_NE",5994,"NE","Kootenay Region",49.260667,-115.248935,NA,-Inf,31.6780821917808,0.1709249629,0.4141846973,0.1709249629,0.1026117181,5,20,"2020,2021,2022,2023,2024",1,NA,0,0.0602232942857831,-0.368621797088315
"5994_SE",5994,"SE","Kootenay Region",49.212282,-115.26277,NA,-Inf,31.6780821917808,0.3575045406,0.383639034,0.3575045406,0.5139402792,5,20,"2020,2021,2022,2023,2024",1,NA,0,0.648285764272544,-0.322797210736805
"60586_NW",60586,"NW","Kootenay Region",50.93041,-116.39001,NA,0,0,0.01689568676,0.5025901295,0.01689568676,0.961835646,5,20,"2020,2021,2022,2023,2024",1,NA,-1.42195566969168,-0.425246968289269,-0.272898852457284
"60586_SW",60586,"SW","Kootenay Region",50.90342,-116.39335,NA,1,50,0.5465327848,0.5465327848,0.585372462,0.9800106674,5,19,"2020,2021,2022,2023,2024",1,NA,0.822428414362214,1.24406595389355,-0.270874040867839
"6202_NE",6202,"NE","South Coastal Region",48.537407,-123.501191,NA,0,75,0.2126708774,0.5333445527,0.2126708774,4.416441116,7,25,"2016,2018,2019,2021,2022,2023,2024",4,NA,1.94462045638916,0.191798281727327,0.111965904434536
"6202_NW",6202,"NW","South Coastal Region",48.507881,-123.600878,NA,1,0,0.1690202609,0.1690202609,2.22464226,0.03661149594,6,19,"2018,2019,2020,2021,2022,2023",4,NA,-1.42195566969168,0.0542200447527089,-0.375974636559276
"6202_SE",6202,"SE","South Coastal Region",48.4893431,-123.5078995,NA,1,50,0.03645562852,0.2840258155,0.03645562852,1.051500975,4,16,"2018,2019,2021,2022",4,NA,0.822428414362214,-0.363597843524513,-0.262909571381083
"6202_SW",6202,"SW","South Coastal Region",48.486373,-123.549127,NA,1,0,0.1710092878,0.3426189805,0.1710092878,2.541465387,6,23,"2018,2019,2020,2021,2022,2024",4,NA,-1.42195566969168,0.060489069938117,-0.0969181734684748
"70250_NW",70250,"NW","Kootenay Region",51.24583,-116.91793,NA,1,0,0.04477389726,0.04477389726,0.4171591608,1.867429333,5,20,"2020,2021,2022,2023,2024",1,NA,-1.42195566969168,-0.337380281444255,-0.172010025291147
"70250_SW",70250,"SW","Kootenay Region",51.20982,-116.89974,NA,1,25,0.08358280234,0.08358280234,0.4766372665,0.9486150855,3,12,"2020,2021,2022",1,NA,-0.299763627664732,-0.215062175356985,-0.274371705970367
"73002_NE",73002,"NE","Okanagan Region",50.850673,-121.872189,NA,0,0,0.4153603736,0.4153603736,0.6895160248,1.990453251,8,32,"2016,2017,2018,2019,2020,2021,2022,2024",3,NA,-1.42195566969168,0.83063607547234,-0.158304387786627
"73002_SE",73002,"SE","Okanagan Region",50.824841,-121.868963,NA,0,0,0,0,0.695601729,1.616523735,9,36,"2016,2017,2018,2019,2020,2021,2022,2023,2024",3,NA,-1.42195566969168,-0.4784988804797,-0.199962485511464
"73002_SW",73002,"SW","Okanagan Region",50.80422,-121.87782,NA,0,50,0.01088285157,0.01088285157,1.982160228,1.411112609,9,35,"2016,2017,2018,2019,2020,2021,2022,2023,2024",3,NA,0.822428414362214,-0.444198253081756,-0.222846575679614
"73786_NW",73786,"NW","South Coastal Region",49.12334,-123.06198,NA,1,25,0.05219899771,0.3024791543,0.05219899771,26.07692664,9,31,"2016,2017,2018,2019,2020,2021,2022,2023,2024",4,NA,-0.299763627664732,-0.3139778117616,2.52508009873153
"73786_SE",73786,"SE","South Coastal Region",49.12604,-123.001631,NA,1,50,0.06198020321,0.06198020321,0.8971654475,23.31507149,9,29,"2016,2017,2018,2019,2020,2021,2022,2023,2024",4,NA,0.822428414362214,-0.283149358097573,2.21739208048869
"73786_SW",73786,"SW","South Coastal Region",49.108227,-123.079916,NA,1,25,0.07653932696,0.9104826259,0.07653932696,28.05740503,7,22,"2016,2018,2019,2020,2021,2022,2023",4,NA,-0.299763627664732,-0.237261837186607,2.7457178360118
"77162_NE",77162,"NE","Kootenay Region",50.95478,-118.09975,NA,0,50,0.005351036241,0.005351036241,3.534397687,5.348763745,6,20,"2016,2017,2018,2019,2020,2021",1,NA,0.822428414362214,-0.461633457009127,0.215832503694806
"77162_SW",77162,"SW","Kootenay Region",50.886,-118.10586,NA,0,75,0.02263373406,0.1268411553,0.02263373406,0.40422484,8,32,"2016,2017,2018,2019,2020,2021,2022,2023",1,NA,1.94462045638916,-0.407161761377908,-0.335020200077173
"79018_NE",79018,"NE","Kootenay Region",50.202097,-116.910069,NA,0,75,0.0194320244,0.0194320244,2.112992943,0.2269639997,9,32,"2016,2017,2018,2019,2020,2021,2022,2023,2024",1,NA,1.94462045638916,-0.417252926306298,-0.354768171531783
"79018_NW",79018,"NW","Kootenay Region",50.193827,-116.947519,NA,0,25,0.1927059048,0.1927059048,0.3565558153,0.4326385036,9,30,"2016,2017,2018,2019,2020,2021,2022,2023,2024",1,NA,-0.299763627664732,0.128872578683601,-0.331854739410598
"79018_SE",79018,"SE","Kootenay Region",50.187225,-116.904186,NA,0,50,0.003312919565,0.003312919565,2.169542354,0,9,28,"2016,2017,2018,2019,2020,2021,2022,2023,2024",1,NA,0.822428414362214,-0.468057203602321,-0.380053387260842
"79018_SW",79018,"SW","Kootenay Region",50.177706,-116.959679,NA,1,75,0.1431021336,0.5507224777,0.1431021336,0.6145802267,9,29,"2016,2017,2018,2019,2020,2021,2022,2023,2024",1,NA,1.94462045638916,-0.0274688418090132,-0.311585288199036
"86074_NE",86074,"NE","South Coastal Region",49.23087,-122.305598,NA,0,75,0.008829033293,0.3876277879,0.008829033293,0,7,26,"2017,2018,2020,2021,2022,2023,2024",4,NA,1.94462045638916,-0.450671488061516,-0.380053387260842
"86074_NW",86074,"NW","South Coastal Region",49.184424,-122.403309,NA,1,50,0.06386608793,0.06386608793,0.1770058073,2.113166561,4,16,"2016,2017,2020,2022",4,NA,0.822428414362214,-0.277205416964119,-0.14463335396506
"86074_SE",86074,"SE","South Coastal Region",49.169621,-122.319295,NA,0,75,0.04247243197,1.702629984,0.04247243197,0.5261592262,5,20,"2016,2017,2020,2021,2022",4,NA,1.94462045638916,-0.344634051549803,-0.321435943261411
"86074_SW",86074,"SW","South Coastal Region",49.141737,-122.382035,NA,1,0,0.009565036799,0.009565036799,0.009672620189,2.299976549,7,22,"2016,2017,2019,2020,2022,2023,2024",4,NA,-1.42195566969168,-0.448351748436244,-0.123821547453163
"89962_NE",89962,"NE","Kootenay Region",49.07682,-117.5986,NA,-Inf,31.6780821917808,0.121143013,0.4053476018,0.121143013,2.114058227,2,8,"2022,2023",1,NA,0,-0.0966797107473942,-0.144534016769743
"89962_SE",89962,"SE","Kootenay Region",49.00974,-117.57236,NA,-Inf,31.6780821917808,0.006560468573,0.4968990682,0.006560468573,0.6926835266,2,8,"2022,2024",1,NA,0,-0.457821561981788,-0.302884089816327
"89962_SW",89962,"SW","Kootenay Region",49.0077,-117.63034,NA,-Inf,31.6780821917808,0.8385265622,0.9780947179,0.8385265622,1.949114285,2,8,"2022,2024",1,NA,0,2.16437343917846,-0.162909808358647
"93290_NE",93290,"NE","Okanagan Region",49.443606,-119.565345,NA,0,0,0.2994743139,0.2994743139,0.6138238785,3.905937228,5,19,"2018,2020,2021,2022,2023",3,NA,-1.42195566969168,0.465385798114599,0.0550925634832613
"93290_NW",93290,"NW","Okanagan Region",49.4153057,-119.6018008,NA,1,0,0.05326662817,0.05326662817,0.1313561349,2.431751285,8,32,"2017,2018,2019,2020,2021,2022,2023,2024",3,NA,-1.42195566969168,-0.310612848601751,-0.10914101383636
"93290_SE",93290,"SE","Okanagan Region",49.384329,-119.5616458,NA,1,50,0.07001597073,0.1796472999,0.07001597073,2.125808577,8,31,"2016,2017,2018,2019,2020,2021,2023,2024",3,NA,0.822428414362214,-0.257822184811498,-0.143224953944649
"93290_SW",93290,"SW","Okanagan Region",49.37943,-119.59374,NA,0,25,0.1875848579,0.1875848579,0.1934601281,4.097361051,8,31,"2017,2018,2019,2020,2021,2022,2023,2024",3,NA,-0.299763627664732,0.112732036797639,0.0764183802058863
"94522_NW",94522,"NW","Northern Region",53.10732,-131.86467,NA,1,50,0.05104225867,0.05104225867,0.08100086036,0.0580305833,4,14,"2016,2017,2018,2019",2,NA,0.822428414362214,-0.317623627800943,-0.373588415637311
"94522_SE",94522,"SE","Northern Region",53.08196,-131.77925,NA,1,50,0,0,4.306158377,0.2107891547,3,10,"2017,2018,2019",2,NA,0.822428414362214,-0.4784988804797,-0.356570150901858
"9466_NE",9466,"NE","Northern Region",57.34435226,-125.5093223,NA,-Inf,31.6780821917808,0.1906551524,0.1906551524,0.2869528274,0.1261668858,2,6,"2022,2024",2,NA,0,0.122409006750695,-0.365997603394091
"9466_NW",9466,"NW","Northern Region",57.345896,-125.5503739,NA,-Inf,31.6780821917808,0.1119223908,0.1119223908,2.228749668,0.1474106162,2,7,"2022,2024",2,NA,0,-0.125741315091173,-0.363630918339351
"9466_SE",9466,"SE","Northern Region",57.31574876,-125.4903741,NA,-Inf,31.6780821917808,0,0,3.294101067,0.161702612,2,7,"2022,2024",2,NA,0,-0.4784988804797,-0.362038700201323
"9466_SW",9466,"SW","Northern Region",57.2948285,-125.5147378,NA,-Inf,31.6780821917808,0.06707006024,0.06707006024,5.315645158,0.5842346102,2,8,"2022,2024",2,NA,0,-0.267107120603854,-0.314965980558388
"986_NE",986,"NE","Northern Region",53.188,-121.302249,NA,1,50,2.400135399,2.400135399,7.67798501,2.167391333,7,26,"2018,2019,2020,2021,2022,2023,2024",2,NA,0.822428414362214,7.08626018070773,-0.138592373634738
"986_SE",986,"SE","Northern Region",53.139202,-121.257697,NA,1,0,2.45100423,2.45100423,7.584735056,1.930172639,7,19,"2018,2019,2020,2021,2022,2023,2024",2,NA,-1.42195566969168,7.24658882316665,-0.165020026745733
